"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila [°C]","Sademäärä [mm]"
"Helsinki Kumpula","2024","6","13","15:30","17.8","0"
"Helsinki Kumpula","2024","6","13","15:40","18.1","0"
"Helsinki Kumpula","2024","6","13","15:50","18","0"
"Helsinki Kumpula","2024","6","13","16:00","18.3","0"
"Helsinki Kumpula","2024","6","13","16:10","18.1","0"
"Helsinki Kumpula","2024","6","13","16:20","17.2","0"
"Helsinki Kumpula","2024","6","13","16:30","17.5","0"
"Helsinki Kumpula","2024","6","13","16:40","17","0"
"Helsinki Kumpula","2024","6","13","16:50","17","0"
"Helsinki Kumpula","2024","6","13","17:00","17.1","0"
"Helsinki Kumpula","2024","6","13","17:10","17.3","0"
"Helsinki Kumpula","2024","6","13","17:20","17.4","0"
"Helsinki Kumpula","2024","6","13","17:30","17.1","0"
"Helsinki Kumpula","2024","6","13","17:40","17","0"
"Helsinki Kumpula","2024","6","13","17:50","17.2","0"
"Helsinki Kumpula","2024","6","13","18:00","17.6","0"
"Helsinki Kumpula","2024","6","13","18:10","17.5","0"
"Helsinki Kumpula","2024","6","13","18:20","17.5","0"
"Helsinki Kumpula","2024","6","13","18:30","16.7","0"
"Helsinki Kumpula","2024","6","13","18:40","16.6","0"
"Helsinki Kumpula","2024","6","13","18:50","16.5","0"
"Helsinki Kumpula","2024","6","13","19:00","16.5","0"
"Helsinki Kumpula","2024","6","13","19:10","16.7","0"
"Helsinki Kumpula","2024","6","13","19:20","17.1","0"
"Helsinki Kumpula","2024","6","13","19:30","16.5","0"
"Helsinki Kumpula","2024","6","13","19:40","16.2","0"
"Helsinki Kumpula","2024","6","13","19:50","15.9","0"
"Helsinki Kumpula","2024","6","13","20:00","15.9","0"
"Helsinki Kumpula","2024","6","13","20:10","16.1","0"
"Helsinki Kumpula","2024","6","13","20:20","16.1","0"
"Helsinki Kumpula","2024","6","13","20:30","16.1","0"
"Helsinki Kumpula","2024","6","13","20:40","15.5","0"
"Helsinki Kumpula","2024","6","13","20:50","15.1","0"
"Helsinki Kumpula","2024","6","13","21:00","14.9","0"
"Helsinki Kumpula","2024","6","13","21:10","14.7","0"
"Helsinki Kumpula","2024","6","13","21:20","14.6","0"
"Helsinki Kumpula","2024","6","13","21:30","14.6","0"
"Helsinki Kumpula","2024","6","13","21:40","14.4","0"
"Helsinki Kumpula","2024","6","13","21:50","14.5","0"
"Helsinki Kumpula","2024","6","13","22:00","14.4","0"
"Helsinki Kumpula","2024","6","13","22:10","14","0"
"Helsinki Kumpula","2024","6","13","22:20","13.7","0"
"Helsinki Kumpula","2024","6","13","22:30","13.6","0"
"Helsinki Kumpula","2024","6","13","22:40","13.3","0"
"Helsinki Kumpula","2024","6","13","22:50","12.9","0"
"Helsinki Kumpula","2024","6","13","23:00","12.7","0"
"Helsinki Kumpula","2024","6","13","23:10","12.7","0"
"Helsinki Kumpula","2024","6","13","23:20","12.6","0"
"Helsinki Kumpula","2024","6","13","23:30","12.7","0"
"Helsinki Kumpula","2024","6","13","23:40","12.4","0"
"Helsinki Kumpula","2024","6","13","23:50","12.6","0"
"Helsinki Kumpula","2024","6","14","00:00","12.4","0"
"Helsinki Kumpula","2024","6","14","00:10","12","0"
"Helsinki Kumpula","2024","6","14","00:20","11.7","0"
"Helsinki Kumpula","2024","6","14","00:30","11.7","0"
"Helsinki Kumpula","2024","6","14","00:40","11.6","0"
"Helsinki Kumpula","2024","6","14","00:50","11.4","0"
"Helsinki Kumpula","2024","6","14","01:00","11.5","0"
"Helsinki Kumpula","2024","6","14","01:10","11.5","0"
"Helsinki Kumpula","2024","6","14","01:20","11.6","0"
"Helsinki Kumpula","2024","6","14","01:30","11.5","0"
"Helsinki Kumpula","2024","6","14","01:40","11.5","0"
"Helsinki Kumpula","2024","6","14","01:50","11.4","0"
"Helsinki Kumpula","2024","6","14","02:00","11.3","0"
"Helsinki Kumpula","2024","6","14","02:10","11.3","0"
"Helsinki Kumpula","2024","6","14","02:20","11.4","0"
"Helsinki Kumpula","2024","6","14","02:30","11.7","0"
"Helsinki Kumpula","2024","6","14","02:40","11.7","0"
"Helsinki Kumpula","2024","6","14","02:50","11.8","0"
"Helsinki Kumpula","2024","6","14","03:00","11.7","0"
"Helsinki Kumpula","2024","6","14","03:10","11.6","0"
"Helsinki Kumpula","2024","6","14","03:20","11.5","0"
"Helsinki Kumpula","2024","6","14","03:30","11.5","0"
"Helsinki Kumpula","2024","6","14","03:40","11.7","0"
"Helsinki Kumpula","2024","6","14","03:50","11.7","0"
"Helsinki Kumpula","2024","6","14","04:00","11.8","0"
"Helsinki Kumpula","2024","6","14","04:10","11.7","0"
"Helsinki Kumpula","2024","6","14","04:20","11.7","0"
"Helsinki Kumpula","2024","6","14","04:30","11.6","0"
"Helsinki Kumpula","2024","6","14","04:40","11.6","0"
"Helsinki Kumpula","2024","6","14","04:50","11.7","0"
"Helsinki Kumpula","2024","6","14","05:00","11.6","0"
"Helsinki Kumpula","2024","6","14","05:10","11.5","0"
"Helsinki Kumpula","2024","6","14","05:20","11.3","0"
"Helsinki Kumpula","2024","6","14","05:30","11.3","0"
"Helsinki Kumpula","2024","6","14","05:40","11.4","0"
"Helsinki Kumpula","2024","6","14","05:50","11.9","0"
"Helsinki Kumpula","2024","6","14","06:00","12.4","0"
"Helsinki Kumpula","2024","6","14","06:10","13","0"
"Helsinki Kumpula","2024","6","14","06:20","13.3","0"
"Helsinki Kumpula","2024","6","14","06:30","12.9","0"
"Helsinki Kumpula","2024","6","14","06:40","12.6","0"
"Helsinki Kumpula","2024","6","14","06:50","12.4","0"
"Helsinki Kumpula","2024","6","14","07:00","12.5","0"
"Helsinki Kumpula","2024","6","14","07:10","12.6","0"
"Helsinki Kumpula","2024","6","14","07:20","12.8","0"
"Helsinki Kumpula","2024","6","14","07:30","13.4","0"
"Helsinki Kumpula","2024","6","14","07:40","14.1","0"
"Helsinki Kumpula","2024","6","14","07:50","14.6","0"
"Helsinki Kumpula","2024","6","14","08:00","15","0"
"Helsinki Kumpula","2024","6","14","08:10","15.4","0"
"Helsinki Kumpula","2024","6","14","08:20","15.9","0"
"Helsinki Kumpula","2024","6","14","08:30","15.5","0"
"Helsinki Kumpula","2024","6","14","08:40","15.4","0"
"Helsinki Kumpula","2024","6","14","08:50","15.6","0"
"Helsinki Kumpula","2024","6","14","09:00","16.2","0"
"Helsinki Kumpula","2024","6","14","09:10","16.3","0"
"Helsinki Kumpula","2024","6","14","09:20","16.1","0"
"Helsinki Kumpula","2024","6","14","09:30","15.6","0"
"Helsinki Kumpula","2024","6","14","09:40","15.5","0"
"Helsinki Kumpula","2024","6","14","09:50","15.2","0"
"Helsinki Kumpula","2024","6","14","10:00","15","0"
"Helsinki Kumpula","2024","6","14","10:10","14.9","0"
"Helsinki Kumpula","2024","6","14","10:20","15.3","0"
"Helsinki Kumpula","2024","6","14","10:30","14.9","0"
"Helsinki Kumpula","2024","6","14","10:40","15.4","0"
"Helsinki Kumpula","2024","6","14","10:50","15.3","0"
"Helsinki Kumpula","2024","6","14","11:00","15.2","0"
"Helsinki Kumpula","2024","6","14","11:10","15.3","0"
"Helsinki Kumpula","2024","6","14","11:20","15.7","0"
"Helsinki Kumpula","2024","6","14","11:30","15.8","0"
"Helsinki Kumpula","2024","6","14","11:40","16.7","0"
"Helsinki Kumpula","2024","6","14","11:50","16.7","0"
"Helsinki Kumpula","2024","6","14","12:00","16.6","0"
"Helsinki Kumpula","2024","6","14","12:10","16.5","0"
"Helsinki Kumpula","2024","6","14","12:20","17.1","0"
"Helsinki Kumpula","2024","6","14","12:30","17.5","0"
"Helsinki Kumpula","2024","6","14","12:40","17.1","0"
"Helsinki Kumpula","2024","6","14","12:50","17.7","0"
"Helsinki Kumpula","2024","6","14","13:00","18","0"
"Helsinki Kumpula","2024","6","14","13:10","17.2","0"
"Helsinki Kumpula","2024","6","14","13:20","17.7","0"
"Helsinki Kumpula","2024","6","14","13:30","17.8","0"
"Helsinki Kumpula","2024","6","14","13:40","18.2","0"
"Helsinki Kumpula","2024","6","14","13:50","17.7","0"
"Helsinki Kumpula","2024","6","14","14:00","18","0"
"Helsinki Kumpula","2024","6","14","14:10","17.8","0"
"Helsinki Kumpula","2024","6","14","14:20","18.1","0"
"Helsinki Kumpula","2024","6","14","14:30","18.6","0"
"Helsinki Kumpula","2024","6","14","14:40","18","0"
"Helsinki Kumpula","2024","6","14","14:50","18.3","0"
"Helsinki Kumpula","2024","6","14","15:00","18.9","0"
"Helsinki Kumpula","2024","6","14","15:10","18.5","0"
"Helsinki Kumpula","2024","6","14","15:20","17.9","0"
"Helsinki Kumpula","2024","6","14","15:30","18.4","0"
"Helsinki Kumpula","2024","6","14","15:40","18.1","0"
"Helsinki Kumpula","2024","6","14","15:50","17.8","0"
"Helsinki Kumpula","2024","6","14","16:00","17","0"
"Helsinki Kumpula","2024","6","14","16:10","17.7","0"
"Helsinki Kumpula","2024","6","14","16:20","17.9","0"
"Helsinki Kumpula","2024","6","14","16:30","18.1","0"
"Helsinki Kumpula","2024","6","14","16:40","16.7","0"
"Helsinki Kumpula","2024","6","14","16:50","16.5","0"
"Helsinki Kumpula","2024","6","14","17:00","16.3","0"
"Helsinki Kumpula","2024","6","14","17:10","16.3","0"
"Helsinki Kumpula","2024","6","14","17:20","15.9","0"
"Helsinki Kumpula","2024","6","14","17:30","16.6","0"
"Helsinki Kumpula","2024","6","14","17:40","16.6","0"
"Helsinki Kumpula","2024","6","14","17:50","16.7","0"
"Helsinki Kumpula","2024","6","14","18:00","17.2","0"
"Helsinki Kumpula","2024","6","14","18:10","16.2","0"
"Helsinki Kumpula","2024","6","14","18:20","16.4","0"
"Helsinki Kumpula","2024","6","14","18:30","16.6","0"
"Helsinki Kumpula","2024","6","14","18:40","16","0"
"Helsinki Kumpula","2024","6","14","18:50","16","0"
"Helsinki Kumpula","2024","6","14","19:00","16.1","0"
"Helsinki Kumpula","2024","6","14","19:10","16.3","0"
"Helsinki Kumpula","2024","6","14","19:20","16.1","0"
"Helsinki Kumpula","2024","6","14","19:30","15.4","0"
"Helsinki Kumpula","2024","6","14","19:40","15.5","0"
"Helsinki Kumpula","2024","6","14","19:50","15","0"
"Helsinki Kumpula","2024","6","14","20:00","14.8","0"
"Helsinki Kumpula","2024","6","14","20:10","14.7","0"
"Helsinki Kumpula","2024","6","14","20:20","14.8","0"
"Helsinki Kumpula","2024","6","14","20:30","14.4","0"
"Helsinki Kumpula","2024","6","14","20:40","14","0"
"Helsinki Kumpula","2024","6","14","20:50","13.7","0"
"Helsinki Kumpula","2024","6","14","21:00","13.5","0"
"Helsinki Kumpula","2024","6","14","21:10","13.4","0"
"Helsinki Kumpula","2024","6","14","21:20","13.2","0"
"Helsinki Kumpula","2024","6","14","21:30","13.1","0"
"Helsinki Kumpula","2024","6","14","21:40","13","0"
"Helsinki Kumpula","2024","6","14","21:50","13","0"
"Helsinki Kumpula","2024","6","14","22:00","12.8","0"
"Helsinki Kumpula","2024","6","14","22:10","12.8","0"
"Helsinki Kumpula","2024","6","14","22:20","12.7","0"
"Helsinki Kumpula","2024","6","14","22:30","12.7","0"
"Helsinki Kumpula","2024","6","14","22:40","12.6","0"
"Helsinki Kumpula","2024","6","14","22:50","12.5","0"
"Helsinki Kumpula","2024","6","14","23:00","12.6","0"
"Helsinki Kumpula","2024","6","14","23:10","12.4","0"
"Helsinki Kumpula","2024","6","14","23:20","12.2","0"
"Helsinki Kumpula","2024","6","14","23:30","12","0"
"Helsinki Kumpula","2024","6","14","23:40","11.8","0"
"Helsinki Kumpula","2024","6","14","23:50","11.8","0"
"Helsinki Kumpula","2024","6","15","00:00","11.7","0"
"Helsinki Kumpula","2024","6","15","00:10","11.7","0"
"Helsinki Kumpula","2024","6","15","00:20","11.6","0"
"Helsinki Kumpula","2024","6","15","00:30","11.4","0"
"Helsinki Kumpula","2024","6","15","00:40","11.2","0"
"Helsinki Kumpula","2024","6","15","00:50","11.5","0"
"Helsinki Kumpula","2024","6","15","01:00","11.2","0"
"Helsinki Kumpula","2024","6","15","01:10","11.1","0"
"Helsinki Kumpula","2024","6","15","01:20","10.9","0"
"Helsinki Kumpula","2024","6","15","01:30","10.7","0"
"Helsinki Kumpula","2024","6","15","01:40","10.6","0"
"Helsinki Kumpula","2024","6","15","01:50","10.4","0"
"Helsinki Kumpula","2024","6","15","02:00","10.3","0"
"Helsinki Kumpula","2024","6","15","02:10","10.1","0"
"Helsinki Kumpula","2024","6","15","02:20","10.1","0"
"Helsinki Kumpula","2024","6","15","02:30","10.2","0"
"Helsinki Kumpula","2024","6","15","02:40","10.2","0"
"Helsinki Kumpula","2024","6","15","02:50","10","0"
"Helsinki Kumpula","2024","6","15","03:00","9.8","0"
"Helsinki Kumpula","2024","6","15","03:10","9.5","0"
"Helsinki Kumpula","2024","6","15","03:20","9.6","0"
"Helsinki Kumpula","2024","6","15","03:30","9.4","0"
"Helsinki Kumpula","2024","6","15","03:40","9.3","0"
"Helsinki Kumpula","2024","6","15","03:50","9.1","0"
"Helsinki Kumpula","2024","6","15","04:00","9.1","0"
"Helsinki Kumpula","2024","6","15","04:10","9","0"
"Helsinki Kumpula","2024","6","15","04:20","9","0"
"Helsinki Kumpula","2024","6","15","04:30","9","0"
"Helsinki Kumpula","2024","6","15","04:40","9","0"
"Helsinki Kumpula","2024","6","15","04:50","9.1","0"
"Helsinki Kumpula","2024","6","15","05:00","9.3","0"
"Helsinki Kumpula","2024","6","15","05:10","9.7","0"
"Helsinki Kumpula","2024","6","15","05:20","10","0"
"Helsinki Kumpula","2024","6","15","05:30","10.2","0"
"Helsinki Kumpula","2024","6","15","05:40","10.4","0"
"Helsinki Kumpula","2024","6","15","05:50","10.7","0"
"Helsinki Kumpula","2024","6","15","06:00","11","0"
"Helsinki Kumpula","2024","6","15","06:10","11.3","0"
"Helsinki Kumpula","2024","6","15","06:20","11.7","0"
"Helsinki Kumpula","2024","6","15","06:30","12","0"
"Helsinki Kumpula","2024","6","15","06:40","12.5","0"
"Helsinki Kumpula","2024","6","15","06:50","12.7","0"
"Helsinki Kumpula","2024","6","15","07:00","13.2","0"
"Helsinki Kumpula","2024","6","15","07:10","13.5","0"
"Helsinki Kumpula","2024","6","15","07:20","13.2","0"
"Helsinki Kumpula","2024","6","15","07:30","13.9","0"
"Helsinki Kumpula","2024","6","15","07:40","14.4","0"
"Helsinki Kumpula","2024","6","15","07:50","14.5","0"
"Helsinki Kumpula","2024","6","15","08:00","14.5","0"
"Helsinki Kumpula","2024","6","15","08:10","14.6","0"
"Helsinki Kumpula","2024","6","15","08:20","14.8","0"
"Helsinki Kumpula","2024","6","15","08:30","14.9","0"
"Helsinki Kumpula","2024","6","15","08:40","15.5","0"
"Helsinki Kumpula","2024","6","15","08:50","15.2","0"
"Helsinki Kumpula","2024","6","15","09:00","15.7","0"
"Helsinki Kumpula","2024","6","15","09:10","15.9","0"
"Helsinki Kumpula","2024","6","15","09:20","15.8","0"
"Helsinki Kumpula","2024","6","15","09:30","16.3","0"
"Helsinki Kumpula","2024","6","15","09:40","16.4","0"
"Helsinki Kumpula","2024","6","15","09:50","16.1","0"
"Helsinki Kumpula","2024","6","15","10:00","16.4","0"
"Helsinki Kumpula","2024","6","15","10:10","16.3","0"
"Helsinki Kumpula","2024","6","15","10:20","16.3","0"
"Helsinki Kumpula","2024","6","15","10:30","16.7","0"
"Helsinki Kumpula","2024","6","15","10:40","16.6","0"
"Helsinki Kumpula","2024","6","15","10:50","16.5","0"
"Helsinki Kumpula","2024","6","15","11:00","17.4","0"
"Helsinki Kumpula","2024","6","15","11:10","17","0"
"Helsinki Kumpula","2024","6","15","11:20","17","0"
"Helsinki Kumpula","2024","6","15","11:30","17.5","0"
"Helsinki Kumpula","2024","6","15","11:40","17.2","0"
"Helsinki Kumpula","2024","6","15","11:50","17.2","0"
"Helsinki Kumpula","2024","6","15","12:00","16.9","0"
"Helsinki Kumpula","2024","6","15","12:10","17.3","0"
"Helsinki Kumpula","2024","6","15","12:20","17.3","0"
"Helsinki Kumpula","2024","6","15","12:30","17.3","0"
"Helsinki Kumpula","2024","6","15","12:40","17.9","0"
"Helsinki Kumpula","2024","6","15","12:50","17.6","0"
"Helsinki Kumpula","2024","6","15","13:00","17.7","0"
"Helsinki Kumpula","2024","6","15","13:10","17.6","0"
"Helsinki Kumpula","2024","6","15","13:20","18","0"
"Helsinki Kumpula","2024","6","15","13:30","18.4","0"
"Helsinki Kumpula","2024","6","15","13:40","18","0"
"Helsinki Kumpula","2024","6","15","13:50","17.8","0"
"Helsinki Kumpula","2024","6","15","14:00","18.2","0"
"Helsinki Kumpula","2024","6","15","14:10","18.1","0"
"Helsinki Kumpula","2024","6","15","14:20","18.3","0"
"Helsinki Kumpula","2024","6","15","14:30","18.8","0"
"Helsinki Kumpula","2024","6","15","14:40","18.4","0"
"Helsinki Kumpula","2024","6","15","14:50","18.8","0"
"Helsinki Kumpula","2024","6","15","15:00","19.3","0"
"Helsinki Kumpula","2024","6","15","15:10","19.3","0"
"Helsinki Kumpula","2024","6","15","15:20","19.1","0"
"Helsinki Kumpula","2024","6","15","15:30","18.7","0"
"Helsinki Kumpula","2024","6","15","15:40","18.6","0"
"Helsinki Kumpula","2024","6","15","15:50","19","0"
"Helsinki Kumpula","2024","6","15","16:00","19","0"
"Helsinki Kumpula","2024","6","15","16:10","18.7","0"
"Helsinki Kumpula","2024","6","15","16:20","19","0"
"Helsinki Kumpula","2024","6","15","16:30","19.2","0"
"Helsinki Kumpula","2024","6","15","16:40","19","0"
"Helsinki Kumpula","2024","6","15","16:50","19.4","0"
"Helsinki Kumpula","2024","6","15","17:00","18.8","0"
"Helsinki Kumpula","2024","6","15","17:10","19.2","0"
"Helsinki Kumpula","2024","6","15","17:20","18.7","0"
"Helsinki Kumpula","2024","6","15","17:30","18.7","0"
"Helsinki Kumpula","2024","6","15","17:40","18.6","0"
"Helsinki Kumpula","2024","6","15","17:50","19.1","0"
"Helsinki Kumpula","2024","6","15","18:00","18.6","0"
"Helsinki Kumpula","2024","6","15","18:10","18.4","0"
"Helsinki Kumpula","2024","6","15","18:20","18.5","0"
"Helsinki Kumpula","2024","6","15","18:30","18.5","0"
"Helsinki Kumpula","2024","6","15","18:40","18","0"
"Helsinki Kumpula","2024","6","15","18:50","17.8","0"
"Helsinki Kumpula","2024","6","15","19:00","17.9","0"
"Helsinki Kumpula","2024","6","15","19:10","18.1","0"
"Helsinki Kumpula","2024","6","15","19:20","18.2","0"
"Helsinki Kumpula","2024","6","15","19:30","17.6","0"
"Helsinki Kumpula","2024","6","15","19:40","16.7","0"
"Helsinki Kumpula","2024","6","15","19:50","16.4","0"
"Helsinki Kumpula","2024","6","15","20:00","16.4","0"
"Helsinki Kumpula","2024","6","15","20:10","16.4","0"
"Helsinki Kumpula","2024","6","15","20:20","16.2","0"
"Helsinki Kumpula","2024","6","15","20:30","15.8","0"
"Helsinki Kumpula","2024","6","15","20:40","15.4","0"
"Helsinki Kumpula","2024","6","15","20:50","15.1","0"
"Helsinki Kumpula","2024","6","15","21:00","15","0"
"Helsinki Kumpula","2024","6","15","21:10","14.9","0"
"Helsinki Kumpula","2024","6","15","21:20","14.9","0"
"Helsinki Kumpula","2024","6","15","21:30","14.8","0"
"Helsinki Kumpula","2024","6","15","21:40","14.7","0"
"Helsinki Kumpula","2024","6","15","21:50","14.5","0"
"Helsinki Kumpula","2024","6","15","22:00","14.5","0"
"Helsinki Kumpula","2024","6","15","22:10","14.4","0"
"Helsinki Kumpula","2024","6","15","22:20","14.4","0"
"Helsinki Kumpula","2024","6","15","22:30","14.5","0"
"Helsinki Kumpula","2024","6","15","22:40","14.3","0"
"Helsinki Kumpula","2024","6","15","22:50","14.4","0"
"Helsinki Kumpula","2024","6","15","23:00","14.3","0"
"Helsinki Kumpula","2024","6","15","23:10","14.2","0"
"Helsinki Kumpula","2024","6","15","23:20","14.3","0"
"Helsinki Kumpula","2024","6","15","23:30","14.2","0"
"Helsinki Kumpula","2024","6","15","23:40","14.2","0"
"Helsinki Kumpula","2024","6","15","23:50","14.2","0"
"Helsinki Kumpula","2024","6","16","00:00","14.2","0"
"Helsinki Kumpula","2024","6","16","00:10","14.2","0"
"Helsinki Kumpula","2024","6","16","00:20","14.1","0"
"Helsinki Kumpula","2024","6","16","00:30","14.2","0"
"Helsinki Kumpula","2024","6","16","00:40","14.2","0"
"Helsinki Kumpula","2024","6","16","00:50","14.1","0"
"Helsinki Kumpula","2024","6","16","01:00","13.9","0"
"Helsinki Kumpula","2024","6","16","01:10","13.8","0"
"Helsinki Kumpula","2024","6","16","01:20","14.1","0"
"Helsinki Kumpula","2024","6","16","01:30","14.1","0"
"Helsinki Kumpula","2024","6","16","01:40","14.2","0"
"Helsinki Kumpula","2024","6","16","01:50","14.2","0"
"Helsinki Kumpula","2024","6","16","02:00","14.2","0"
"Helsinki Kumpula","2024","6","16","02:10","14.4","0"
"Helsinki Kumpula","2024","6","16","02:20","14.3","0"
"Helsinki Kumpula","2024","6","16","02:30","14.2","0"
